date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,reach,height,total_strikes_accuracy
2011-03-19,0,Raphael Assuncao,Erik Koch,Featherweight,Orthodox,1982-07-19,KO/TKO,152,1,2:32,66.0,65.0,45.0
2011-03-19,1,Erik Koch,Raphael Assuncao,Featherweight,Southpaw,1988-10-04,KO/TKO,152,1,2:32,71.0,70.0,26.31578947368421
2011-03-26,0,Alex Caceres,Mackens Semerzier,Featherweight,Southpaw,1988-06-20,SUB,198,1,3:18,73.0,70.0,50.0
2011-03-26,1,Mackens Semerzier,Alex Caceres,Featherweight,Orthodox,1980-11-03,SUB,198,1,3:18,72.0,69.0,85.71428571428571
2011-03-26,0,Leonard Garcia,Chan Sung Jung,Featherweight,Orthodox,1979-07-14,SUB,599,2,4:59,68.0,70.0,18.181818181818183
2011-03-26,1,Chan Sung Jung,Leonard Garcia,Featherweight,Orthodox,1987-03-17,SUB,599,2,4:59,72.0,67.0,39.49579831932773
2011-04-30,0,Yves Jabouin,Pablo Garza,Featherweight,Orthodox,1979-05-30,SUB,271,1,4:31,68.0,67.0,43.24324324324324
2011-04-30,1,Pablo Garza,Yves Jabouin,Featherweight,Orthodox,1983-09-16,SUB,271,1,4:31,73.0,73.0,60.0
2011-04-30,0,Mark Hominick,Jose Aldo,Featherweight,Orthodox,1982-07-22,U-DEC,1500,5,5:00,68.0,68.0,53.64963503649635
2011-04-30,1,Jose Aldo,Mark Hominick,Featherweight,Orthodox,1986-09-09,U-DEC,1500,5,5:00,70.0,67.0,50.775193798449614
2011-06-04,0,Josh Grispi,George Roop,Featherweight,Orthodox,1988-10-14,KO/TKO,794,3,3:14,74.0,71.0,45.16129032258064
2011-06-04,1,George Roop,Josh Grispi,Featherweight,Orthodox,1981-11-10,KO/TKO,794,3,3:14,72.0,73.0,75.0
2011-06-11,0,Michihiro Omigawa,Darren Elkins,Featherweight,Orthodox,1975-12-19,U-DEC,900,3,5:00,68.0,66.0,48.734177215189874
2011-06-11,1,Darren Elkins,Michihiro Omigawa,Featherweight,Orthodox,1984-05-16,U-DEC,900,3,5:00,71.0,70.0,27.33564013840831
2011-06-11,0,Jason Young,Dustin Poirier,Featherweight,Orthodox,1986-06-28,U-DEC,900,3,5:00,73.0,69.0,49.03846153846153
2011-06-11,1,Dustin Poirier,Jason Young,Featherweight,Southpaw,1989-01-19,U-DEC,900,3,5:00,72.0,69.0,54.54545454545454
2011-06-11,0,Diego Nunes,Kenny Florian,Featherweight,Orthodox,1982-11-30,U-DEC,900,3,5:00,67.0,66.0,31.48148148148148
2011-06-11,1,Kenny Florian,Diego Nunes,Featherweight,Southpaw,1976-05-26,U-DEC,900,3,5:00,74.0,70.0,60.54054054054055
2011-06-26,0,Matt Grice,Ricardo Lamas,Featherweight,Orthodox,1981-07-29,KO/TKO,281,1,4:41,70.0,68.0,42.85714285714285
2011-06-26,1,Ricardo Lamas,Matt Grice,Featherweight,Orthodox,1982-05-21,KO/TKO,281,1,4:41,71.0,68.0,50.0
2011-06-26,0,Joe Stevenson,Javier Vazquez,Featherweight,Orthodox,1982-06-15,U-DEC,900,3,5:00,70.0,67.0,37.17948717948718
2011-06-26,1,Javier Vazquez,Joe Stevenson,Featherweight,Southpaw,1977-07-16,U-DEC,900,3,5:00,69.0,67.0,51.19617224880383
2011-06-26,0,Manvel Gamburyan,Tyson Griffin,Featherweight,Orthodox,1981-05-08,U-DEC,900,3,5:00,67.0,65.0,50.0
2011-06-26,1,Tyson Griffin,Manvel Gamburyan,Featherweight,Orthodox,1984-04-20,U-DEC,900,3,5:00,68.0,66.0,61.34969325153374
2011-08-06,0,Nam Phan,Mike Brown,Featherweight,Orthodox,1983-03-13,U-DEC,900,3,5:00,70.0,66.0,38.34586466165413
2011-08-06,1,Mike Brown,Nam Phan,Featherweight,Orthodox,1975-09-08,U-DEC,900,3,5:00,70.0,66.0,64.7887323943662
2011-08-06,0,Rani Yahya,Chad Mendes,Featherweight,Orthodox,1984-09-12,U-DEC,900,3,5:00,67.0,66.0,37.391304347826086
2011-08-06,1,Chad Mendes,Rani Yahya,Featherweight,Orthodox,1985-05-01,U-DEC,900,3,5:00,66.0,66.0,55.42168674698795
2011-08-14,0,Alex Caceres,Jimy Hettes,Featherweight,Southpaw,1988-06-20,SUB,492,2,3:12,73.0,70.0,65.78947368421053
2011-08-14,1,Jimy Hettes,Alex Caceres,Featherweight,Southpaw,1987-06-09,SUB,492,2,3:12,71.0,69.0,70.45454545454545
2011-08-27,0,Felipe Arantes,Iuri Alcantara,Featherweight,Orthodox,1988-02-09,U-DEC,900,3,5:00,73.0,68.0,70.12987012987013
2011-08-27,1,Iuri Alcantara,Felipe Arantes,Featherweight,Southpaw,1980-08-04,U-DEC,900,3,5:00,71.0,69.0,60.97560975609756
2011-09-17,1,Robert Peralta,Mike Lullo,Featherweight,Orthodox,1986-03-14,U-DEC,900,3,5:00,71.0,68.0,64.49704142011834
2011-09-17,0,Jonathan Brookins,Erik Koch,Featherweight,Southpaw,1985-08-13,U-DEC,900,3,5:00,74.0,72.0,43.28358208955223
2011-09-17,1,Erik Koch,Jonathan Brookins,Featherweight,Southpaw,1988-10-04,U-DEC,900,3,5:00,71.0,70.0,54.43037974683544
2011-09-24,1,Junior Assuncao,Eddie Yagin,Featherweight,Orthodox,1981-06-24,U-DEC,900,3,5:00,72.0,69.0,80.3921568627451
2011-10-08,0,Zhang Tiequan,Darren Elkins,Featherweight,Orthodox,1978-07-25,U-DEC,900,3,5:00,69.0,68.0,11.11111111111111
2011-10-08,1,Darren Elkins,Zhang Tiequan,Featherweight,Orthodox,1984-05-16,U-DEC,900,3,5:00,71.0,70.0,80.27522935779817
2011-10-08,0,Leonard Garcia,Nam Phan,Featherweight,Orthodox,1979-07-14,U-DEC,900,3,5:00,68.0,70.0,28.01047120418848
2011-10-08,1,Nam Phan,Leonard Garcia,Featherweight,Orthodox,1983-03-13,U-DEC,900,3,5:00,70.0,66.0,54.16666666666666
2011-10-08,0,Kenny Florian,Jose Aldo,Featherweight,Southpaw,1976-05-26,U-DEC,1500,5,5:00,74.0,70.0,41.81818181818181
2011-10-08,1,Jose Aldo,Kenny Florian,Featherweight,Orthodox,1986-09-09,U-DEC,1500,5,5:00,70.0,67.0,50.38167938931297
2011-10-29,0,Tyson Griffin,Bart Palaszewski,Featherweight,Orthodox,1984-04-20,KO/TKO,165,1,2:45,68.0,66.0,28.57142857142857
2011-10-29,1,Bart Palaszewski,Tyson Griffin,Featherweight,Orthodox,1983-05-30,KO/TKO,165,1,2:45,70.0,69.0,25.75757575757576
2011-10-29,0,George Roop,Hatsu Hioki,Featherweight,Orthodox,1981-11-10,S-DEC,900,3,5:00,72.0,73.0,54.87804878048781
2011-10-29,1,Hatsu Hioki,George Roop,Featherweight,Orthodox,1983-07-18,S-DEC,900,3,5:00,73.0,71.0,69.04761904761905
2011-11-05,0,Jason Young,Michihiro Omigawa,Featherweight,Orthodox,1986-06-28,U-DEC,900,3,5:00,73.0,69.0,32.52032520325203
2011-11-05,1,Michihiro Omigawa,Jason Young,Featherweight,Orthodox,1975-12-19,U-DEC,900,3,5:00,68.0,66.0,59.57446808510638
2011-11-12,0,Robert Peralta,Mackens Semerzier,Featherweight,Orthodox,1986-03-14,DRAW,714,3,1:54,71.0,68.0,50.3875968992248
2011-11-12,0,Mackens Semerzier,Robert Peralta,Featherweight,Orthodox,1980-11-03,DRAW,714,3,1:54,72.0,69.0,60.18518518518518
2011-11-12,0,Cub Swanson,Ricardo Lamas,Featherweight,Orthodox,1983-11-02,SUB,436,2,2:16,70.0,68.0,42.5531914893617
2011-11-12,1,Ricardo Lamas,Cub Swanson,Featherweight,Orthodox,1982-05-21,SUB,436,2,2:16,71.0,68.0,44.73684210526316
2011-11-12,0,Pablo Garza,Dustin Poirier,Featherweight,Orthodox,1983-09-16,SUB,392,2,1:32,73.0,73.0,54.54545454545454
2011-11-12,1,Dustin Poirier,Pablo Garza,Featherweight,Southpaw,1989-01-19,SUB,392,2,1:32,72.0,69.0,49.2063492063492
2011-12-03,1,Bryan Caraway,Dustin Neace,Featherweight,Orthodox,1984-08-04,SUB,518,2,3:38,68.0,68.0,49.23076923076923
2011-12-03,1,Steven Siler,Josh Clopton,Featherweight,Orthodox,1987-02-15,U-DEC,900,3,5:00,70.0,71.0,67.85714285714286
2011-12-03,1,Marcus Brimage,Stephen Bass,Featherweight,Southpaw,1985-04-06,U-DEC,900,3,5:00,71.0,64.0,46.91943127962085
2011-12-03,0,Dennis Bermudez,Diego Brandao,Featherweight,Orthodox,1986-12-13,SUB,291,1,4:51,66.0,66.0,36.90476190476191
2011-12-03,1,Diego Brandao,Dennis Bermudez,Featherweight,Orthodox,1987-05-27,SUB,291,1,4:51,64.0,67.0,53.48837209302325
2011-12-10,0,Mark Hominick,Chan Sung Jung,Featherweight,Orthodox,1982-07-22,KO/TKO,7,1,0:07,68.0,68.0,0.0
2011-12-10,1,Chan Sung Jung,Mark Hominick,Featherweight,Orthodox,1987-03-17,KO/TKO,7,1,0:07,72.0,67.0,60.0
2011-12-30,0,Manvel Gamburyan,Diego Nunes,Featherweight,Orthodox,1981-05-08,U-DEC,900,3,5:00,67.0,65.0,39.68253968253968
2011-12-30,1,Diego Nunes,Manvel Gamburyan,Featherweight,Orthodox,1982-11-30,U-DEC,900,3,5:00,67.0,66.0,46.15384615384615
2011-12-30,0,Junior Assuncao,Ross Pearson,Featherweight,Orthodox,1981-06-24,U-DEC,900,3,5:00,72.0,69.0,64.93506493506493
2011-12-30,1,Ross Pearson,Junior Assuncao,Featherweight,Orthodox,1984-09-26,U-DEC,900,3,5:00,69.0,68.0,68.50393700787401
2011-12-30,0,Nam Phan,Jimy Hettes,Featherweight,Orthodox,1983-03-13,U-DEC,900,3,5:00,70.0,66.0,48.07692307692308
2011-12-30,1,Jimy Hettes,Nam Phan,Featherweight,Southpaw,1987-06-09,U-DEC,900,3,5:00,71.0,69.0,80.36363636363636
2012-01-14,0,Antonio Carvalho,Felipe Arantes,Featherweight,Orthodox,1979-05-30,U-DEC,900,3,5:00,70.0,69.0,35.13513513513514
2012-01-14,1,Felipe Arantes,Antonio Carvalho,Featherweight,Orthodox,1988-02-09,U-DEC,900,3,5:00,73.0,68.0,50.0
2012-01-14,0,Michihiro Omigawa,Iuri Alcantara,Featherweight,Orthodox,1975-12-19,U-DEC,900,3,5:00,68.0,66.0,69.1588785046729
2012-01-14,1,Iuri Alcantara,Michihiro Omigawa,Featherweight,Southpaw,1980-08-04,U-DEC,900,3,5:00,71.0,69.0,55.80110497237569
2012-01-14,0,Chad Mendes,Jose Aldo,Featherweight,Orthodox,1985-05-01,KO/TKO,299,1,4:59,66.0,66.0,64.28571428571429
2012-01-14,1,Jose Aldo,Chad Mendes,Featherweight,Orthodox,1986-09-09,KO/TKO,299,1,4:59,70.0,67.0,55.55555555555556
2012-01-20,1,Daniel Pineda,Pat Schilling,Featherweight,Orthodox,1985-08-06,SUB,97,1,1:37,69.0,67.0,86.36363636363636
2012-01-28,1,Charles Oliveira,Eric Wisely,Featherweight,Orthodox,1989-10-17,SUB,103,1,1:43,74.0,70.0,53.84615384615385
2012-01-28,0,George Roop,Cub Swanson,Featherweight,Orthodox,1981-11-10,KO/TKO,442,2,2:22,72.0,73.0,40.74074074074074
2012-01-28,1,Cub Swanson,George Roop,Featherweight,Orthodox,1983-11-02,KO/TKO,442,2,2:22,70.0,68.0,67.56756756756756
2012-02-04,0,Max Holloway,Dustin Poirier,Featherweight,Orthodox,1991-12-04,SUB,203,1,3:23,69.0,71.0,34.375
2012-02-04,1,Dustin Poirier,Max Holloway,Featherweight,Southpaw,1989-01-19,SUB,203,1,3:23,72.0,69.0,51.72413793103448
2012-02-15,0,Vagner Rocha,Jonathan Brookins,Featherweight,Orthodox,1982-06-06,KO/TKO,92,1,1:32,73.0,70.0,43.75
2012-02-15,1,Jonathan Brookins,Vagner Rocha,Featherweight,Southpaw,1985-08-13,KO/TKO,92,1,1:32,74.0,72.0,64.28571428571429
2012-02-25,0,Zhang Tiequan,Issei Tamura,Featherweight,Orthodox,1978-07-25,KO/TKO,332,2,0:32,69.0,68.0,31.57894736842105
2012-02-25,1,Issei Tamura,Zhang Tiequan,Featherweight,Orthodox,1984-03-12,KO/TKO,332,2,0:32,63.0,65.0,85.55555555555556
2012-02-25,0,Bart Palaszewski,Hatsu Hioki,Featherweight,Orthodox,1983-05-30,U-DEC,900,3,5:00,70.0,69.0,36.90476190476191
2012-02-25,1,Hatsu Hioki,Bart Palaszewski,Featherweight,Orthodox,1983-07-18,U-DEC,900,3,5:00,73.0,71.0,79.18552036199095
2012-03-02,0,Mackens Semerzier,Daniel Pineda,Featherweight,Orthodox,1980-11-03,SUB,125,1,2:05,72.0,69.0,75.0
2012-03-02,1,Daniel Pineda,Mackens Semerzier,Featherweight,Orthodox,1985-08-06,SUB,125,1,2:05,69.0,67.0,68.18181818181817
2012-03-02,0,Cole Miller,Steven Siler,Featherweight,Orthodox,1984-04-26,U-DEC,900,3,5:00,73.0,73.0,49.04458598726114
2012-03-02,1,Steven Siler,Cole Miller,Featherweight,Orthodox,1987-02-15,U-DEC,900,3,5:00,70.0,71.0,40.42553191489361
2012-04-14,1,Jason Young,Eric Wisely,Featherweight,Orthodox,1986-06-28,U-DEC,900,3,5:00,73.0,69.0,74.30167597765363
2012-04-14,0,Diego Nunes,Dennis Siver,Featherweight,Orthodox,1982-11-30,U-DEC,900,3,5:00,67.0,66.0,39.2
2012-04-14,1,Dennis Siver,Diego Nunes,Featherweight,Orthodox,1979-01-13,U-DEC,900,3,5:00,70.0,66.0,36.11111111111111
2012-04-21,0,Maximo Blanco,Marcus Brimage,Featherweight,Orthodox,1983-10-16,S-DEC,900,3,5:00,71.0,68.0,23.07692307692308
2012-04-21,1,Marcus Brimage,Maximo Blanco,Featherweight,Southpaw,1985-04-06,S-DEC,900,3,5:00,71.0,64.0,17.647058823529413
2012-04-21,0,Mark Hominick,Eddie Yagin,Featherweight,Orthodox,1982-07-22,S-DEC,900,3,5:00,68.0,68.0,53.45622119815668
2012-05-05,0,Pablo Garza,Dennis Bermudez,Featherweight,Orthodox,1983-09-16,U-DEC,900,3,5:00,73.0,73.0,61.29032258064516
2012-05-05,1,Dennis Bermudez,Pablo Garza,Featherweight,Orthodox,1986-12-13,U-DEC,900,3,5:00,66.0,66.0,68.67469879518072
2012-05-15,0,Dustin Poirier,Chan Sung Jung,Featherweight,Southpaw,1989-01-19,SUB,967,4,1:07,72.0,69.0,47.94520547945205
2012-05-15,1,Chan Sung Jung,Dustin Poirier,Featherweight,Orthodox,1987-03-17,SUB,967,4,1:07,72.0,67.0,62.083333333333336
2012-05-26,0,Daniel Pineda,Mike Brown,Featherweight,Orthodox,1985-08-06,U-DEC,900,3,5:00,69.0,67.0,45.76271186440678
2012-05-26,1,Mike Brown,Daniel Pineda,Featherweight,Orthodox,1975-09-08,U-DEC,900,3,5:00,70.0,66.0,71.93877551020408
2012-05-26,0,Diego Brandao,Darren Elkins,Featherweight,Orthodox,1987-05-27,U-DEC,900,3,5:00,64.0,67.0,58.22784810126582
2012-05-26,1,Darren Elkins,Diego Brandao,Featherweight,Orthodox,1984-05-16,U-DEC,900,3,5:00,71.0,70.0,61.49732620320856
2012-06-01,1,Max Holloway,Pat Schilling,Featherweight,Orthodox,1991-12-04,U-DEC,900,3,5:00,69.0,71.0,44.40298507462687
2012-06-01,0,Jonathan Brookins,Charles Oliveira,Featherweight,Southpaw,1985-08-13,SUB,462,2,2:42,74.0,72.0,36.48648648648648
2012-06-01,1,Charles Oliveira,Jonathan Brookins,Featherweight,Orthodox,1989-10-17,SUB,462,2,2:42,74.0,70.0,58.53658536585365
2012-06-08,0,Leonard Garcia,Matt Grice,Featherweight,Orthodox,1979-07-14,U-DEC,900,3,5:00,68.0,70.0,29.7029702970297
2012-06-08,1,Matt Grice,Leonard Garcia,Featherweight,Orthodox,1981-07-29,U-DEC,900,3,5:00,70.0,68.0,70.10309278350515
2012-06-22,1,Steven Siler,Joey Gambino,Featherweight,Orthodox,1987-02-15,SUB,167,1,2:47,70.0,71.0,84.375
2012-06-22,0,Hatsu Hioki,Ricardo Lamas,Featherweight,Orthodox,1983-07-18,U-DEC,900,3,5:00,73.0,71.0,52.94117647058824
2012-06-22,1,Ricardo Lamas,Hatsu Hioki,Featherweight,Orthodox,1982-05-21,U-DEC,900,3,5:00,71.0,68.0,69.91869918699187
2012-06-22,0,Ross Pearson,Cub Swanson,Featherweight,Orthodox,1984-09-26,KO/TKO,554,2,4:14,69.0,68.0,39.516129032258064
2012-06-22,1,Cub Swanson,Ross Pearson,Featherweight,Orthodox,1983-11-02,KO/TKO,554,2,4:14,70.0,68.0,44.34782608695652
2012-06-23,0,Felipe Arantes,Milton Vieira,Featherweight,Orthodox,1988-02-09,DRAW,900,3,5:00,73.0,68.0,61.53846153846154
2012-06-23,1,Hugo Viana,John Teixeira,Featherweight,Orthodox,1982-09-26,S-DEC,900,3,5:00,67.0,66.0,49.681528662420384
2012-06-23,1,Rodrigo Damm,Anistavio Medeiros,Featherweight,Orthodox,1980-02-03,SUB,132,1,2:12,71.0,67.0,54.54545454545454
2012-06-23,0,Iuri Alcantara,Hacran Dias,Featherweight,Southpaw,1980-08-04,U-DEC,900,3,5:00,71.0,69.0,50.70422535211267
2012-06-23,1,Hacran Dias,Iuri Alcantara,Featherweight,Orthodox,1984-06-16,U-DEC,900,3,5:00,69.0,68.0,75.0
2012-06-23,0,Godofredo Pepey,Rony Jason,Featherweight,Orthodox,1987-07-02,U-DEC,900,3,5:00,73.0,67.0,57.36434108527132
2012-06-23,1,Rony Jason,Godofredo Pepey,Featherweight,Orthodox,1984-03-21,U-DEC,900,3,5:00,73.0,67.0,60.0
2012-07-07,0,Cody McKenzie,Chad Mendes,Featherweight,Switch,1987-12-16,KO/TKO,31,1,0:31,72.0,72.0,16.666666666666664
2012-07-07,1,Chad Mendes,Cody McKenzie,Featherweight,Orthodox,1985-05-01,KO/TKO,31,1,0:31,66.0,66.0,100.0
2012-07-21,0,Daniel Pineda,Antonio Carvalho,Featherweight,Orthodox,1985-08-06,KO/TKO,71,1,1:11,69.0,67.0,35.0
2012-07-21,1,Antonio Carvalho,Daniel Pineda,Featherweight,Orthodox,1979-05-30,KO/TKO,71,1,1:11,70.0,69.0,43.47826086956522
2012-08-04,0,Michihiro Omigawa,Manvel Gamburyan,Featherweight,Orthodox,1975-12-19,U-DEC,900,3,5:00,68.0,66.0,55.90551181102362
2012-08-04,1,Manvel Gamburyan,Michihiro Omigawa,Featherweight,Orthodox,1981-05-08,U-DEC,900,3,5:00,67.0,65.0,46.400000000000006
2012-08-04,0,Josh Grispi,Rani Yahya,Featherweight,Orthodox,1988-10-14,SUB,195,1,3:15,74.0,71.0,66.66666666666666
2012-08-04,1,Rani Yahya,Josh Grispi,Featherweight,Orthodox,1984-09-12,SUB,195,1,3:15,67.0,66.0,40.74074074074074
2012-08-04,0,Cole Miller,Nam Phan,Featherweight,Orthodox,1984-04-26,S-DEC,900,3,5:00,73.0,73.0,33.88625592417062
2012-08-04,1,Nam Phan,Cole Miller,Featherweight,Orthodox,1983-03-13,S-DEC,900,3,5:00,70.0,66.0,35.24590163934426
2012-08-11,1,Nik Lentz,Eiji Mitsuoka,Featherweight,Orthodox,1984-08-13,KO/TKO,225,1,3:45,68.0,68.0,88.05970149253731
2012-08-11,1,Dennis Bermudez,Tommy Hayden,Featherweight,Orthodox,1986-12-13,SUB,283,1,4:43,66.0,66.0,50.0
2012-08-11,0,Justin Lawrence,Max Holloway,Featherweight,Orthodox,1990-05-15,KO/TKO,589,2,4:49,67.0,68.0,34.78260869565217
2012-08-11,1,Max Holloway,Justin Lawrence,Featherweight,Orthodox,1991-12-04,KO/TKO,589,2,4:49,69.0,71.0,23.387096774193548
2012-09-22,0,Jimy Hettes,Marcus Brimage,Featherweight,Southpaw,1987-06-09,U-DEC,900,3,5:00,71.0,69.0,55.392156862745104
2012-09-22,1,Marcus Brimage,Jimy Hettes,Featherweight,Southpaw,1985-04-06,U-DEC,900,3,5:00,71.0,64.0,40.81632653061224
2012-09-22,0,Charles Oliveira,Cub Swanson,Featherweight,Orthodox,1989-10-17,KO/TKO,160,1,2:40,74.0,70.0,45.45454545454545
2012-09-22,1,Cub Swanson,Charles Oliveira,Featherweight,Orthodox,1983-11-02,KO/TKO,160,1,2:40,70.0,68.0,42.85714285714285
2012-09-29,0,Jason Young,Robert Peralta,Featherweight,Orthodox,1986-06-28,KO/TKO,23,1,0:23,73.0,69.0,100.0
2012-09-29,1,Robert Peralta,Jason Young,Featherweight,Orthodox,1986-03-14,KO/TKO,23,1,0:23,71.0,68.0,41.17647058823529
2012-09-29,0,Andy Ogle,Akira Corassani,Featherweight,Orthodox,1989-02-16,S-DEC,900,3,5:00,69.0,68.0,65.38461538461539
2012-09-29,1,Akira Corassani,Andy Ogle,Featherweight,Orthodox,1982-08-27,S-DEC,900,3,5:00,68.0,68.0,51.51515151515152
2012-10-05,0,Bart Palaszewski,Diego Nunes,Featherweight,Orthodox,1983-05-30,U-DEC,900,3,5:00,70.0,69.0,35.15625
2012-10-05,1,Diego Nunes,Bart Palaszewski,Featherweight,Orthodox,1982-11-30,U-DEC,900,3,5:00,67.0,66.0,45.94594594594595
2012-10-13,1,Diego Brandao,Joey Gambino,Featherweight,Orthodox,1987-05-27,U-DEC,900,3,5:00,64.0,67.0,63.1578947368421
2012-10-13,0,Sam Sicilia,Rony Jason,Featherweight,Orthodox,1986-02-01,KO/TKO,556,2,4:16,67.0,68.0,44.44444444444444
2012-10-13,1,Rony Jason,Sam Sicilia,Featherweight,Orthodox,1984-03-21,KO/TKO,556,2,4:16,73.0,67.0,50.98039215686274
2012-11-17,0,Steven Siler,Darren Elkins,Featherweight,Orthodox,1987-02-15,U-DEC,900,3,5:00,70.0,71.0,63.54166666666666
2012-11-17,1,Darren Elkins,Steven Siler,Featherweight,Orthodox,1984-05-16,U-DEC,900,3,5:00,71.0,70.0,64.77987421383648
2012-11-17,0,Rodrigo Damm,Antonio Carvalho,Featherweight,Orthodox,1980-02-03,S-DEC,900,3,5:00,71.0,67.0,31.64556962025317
2012-11-17,1,Antonio Carvalho,Rodrigo Damm,Featherweight,Orthodox,1979-05-30,S-DEC,900,3,5:00,70.0,69.0,32.0
2012-11-17,0,Mark Hominick,Pablo Garza,Featherweight,Orthodox,1982-07-22,U-DEC,900,3,5:00,68.0,68.0,71.55963302752293
2012-11-17,1,Pablo Garza,Mark Hominick,Featherweight,Orthodox,1983-09-16,U-DEC,900,3,5:00,73.0,73.0,54.18181818181819
2012-12-08,0,Nam Phan,Dennis Siver,Featherweight,Orthodox,1983-03-13,U-DEC,900,3,5:00,70.0,66.0,20.0
2012-12-08,1,Dennis Siver,Nam Phan,Featherweight,Orthodox,1979-01-13,U-DEC,900,3,5:00,70.0,66.0,57.0694087403599
2012-12-14,0,Yaotzin Meza,Chad Mendes,Featherweight,Orthodox,1981-02-04,KO/TKO,115,1,1:55,71.0,69.0,13.333333333333334
2012-12-14,1,Chad Mendes,Yaotzin Meza,Featherweight,Orthodox,1985-05-01,KO/TKO,115,1,1:55,66.0,66.0,78.57142857142857
2012-12-15,0,Jonathan Brookins,Dustin Poirier,Featherweight,Southpaw,1985-08-13,SUB,255,1,4:15,74.0,72.0,48.14814814814815
2012-12-15,1,Dustin Poirier,Jonathan Brookins,Featherweight,Southpaw,1989-01-19,SUB,255,1,4:15,72.0,69.0,50.0
2012-12-29,0,Leonard Garcia,Max Holloway,Featherweight,Orthodox,1979-07-14,S-DEC,900,3,5:00,68.0,70.0,25.068119891008173
2012-12-29,1,Max Holloway,Leonard Garcia,Featherweight,Orthodox,1991-12-04,S-DEC,900,3,5:00,69.0,71.0,44.68864468864469
2013-01-19,0,Diego Nunes,Nik Lentz,Featherweight,Orthodox,1982-11-30,U-DEC,900,3,5:00,67.0,66.0,57.57575757575758
2013-01-19,1,Nik Lentz,Diego Nunes,Featherweight,Orthodox,1984-08-13,U-DEC,900,3,5:00,68.0,68.0,87.6068376068376
2013-01-19,1,Godofredo Pepey,Milton Vieira,Featherweight,Orthodox,1987-07-02,S-DEC,900,3,5:00,73.0,67.0,67.97385620915033
2013-01-26,0,Hatsu Hioki,Clay Guida,Featherweight,Orthodox,1983-07-18,S-DEC,900,3,5:00,73.0,71.0,53.62318840579711
2013-01-26,1,Clay Guida,Hatsu Hioki,Featherweight,Orthodox,1981-12-08,S-DEC,900,3,5:00,70.0,67.0,29.411764705882355
2013-01-26,0,Erik Koch,Ricardo Lamas,Featherweight,Southpaw,1988-10-04,KO/TKO,452,2,2:32,71.0,70.0,45.45454545454545
2013-01-26,1,Ricardo Lamas,Erik Koch,Featherweight,Orthodox,1982-05-21,KO/TKO,452,2,2:32,71.0,68.0,61.53846153846154
2013-02-02,0,Frankie Edgar,Jose Aldo,Featherweight,Orthodox,1981-10-16,U-DEC,1500,5,5:00,68.0,66.0,22.90909090909091
2013-02-02,1,Jose Aldo,Frankie Edgar,Featherweight,Orthodox,1986-09-09,U-DEC,1500,5,5:00,70.0,67.0,30.0395256916996
2013-02-16,0,Josh Grispi,Andy Ogle,Featherweight,Orthodox,1988-10-14,U-DEC,900,3,5:00,74.0,71.0,50.0
2013-02-16,1,Andy Ogle,Josh Grispi,Featherweight,Orthodox,1989-02-16,U-DEC,900,3,5:00,69.0,68.0,77.77777777777779
2013-02-16,0,Dustin Poirier,Cub Swanson,Featherweight,Southpaw,1989-01-19,U-DEC,900,3,5:00,72.0,69.0,44.303797468354425
2013-02-16,1,Cub Swanson,Dustin Poirier,Featherweight,Orthodox,1983-11-02,U-DEC,900,3,5:00,70.0,68.0,53.333333333333336
2013-02-23,0,Matt Grice,Dennis Bermudez,Featherweight,Orthodox,1981-07-29,S-DEC,900,3,5:00,70.0,68.0,53.216374269005854
2013-02-23,1,Dennis Bermudez,Matt Grice,Featherweight,Orthodox,1986-12-13,S-DEC,900,3,5:00,66.0,66.0,65.34296028880865
2013-03-02,0,Mizuto Hirota,Rani Yahya,Featherweight,Orthodox,1981-05-05,U-DEC,900,3,5:00,67.0,67.0,69.64285714285714
2013-03-02,1,Rani Yahya,Mizuto Hirota,Featherweight,Orthodox,1984-09-12,U-DEC,900,3,5:00,67.0,66.0,86.0655737704918
2013-03-16,0,Antonio Carvalho,Darren Elkins,Featherweight,Orthodox,1979-05-30,KO/TKO,186,1,3:06,70.0,69.0,41.935483870967744
2013-03-16,1,Darren Elkins,Antonio Carvalho,Featherweight,Orthodox,1984-05-16,KO/TKO,186,1,3:06,71.0,70.0,32.20338983050847
2013-04-06,0,Marcus Brimage,Conor McGregor,Featherweight,Southpaw,1985-04-06,KO/TKO,67,1,1:07,71.0,64.0,29.268292682926827
2013-04-06,1,Conor McGregor,Marcus Brimage,Featherweight,Southpaw,1988-07-14,KO/TKO,67,1,1:07,74.0,69.0,61.11111111111112
2013-04-06,0,Robert Peralta,Akira Corassani,Featherweight,Orthodox,1986-03-14,U-DEC,900,3,5:00,71.0,68.0,54.65116279069767
2013-04-06,1,Akira Corassani,Robert Peralta,Featherweight,Orthodox,1982-08-27,U-DEC,900,3,5:00,68.0,68.0,59.375
2013-04-06,0,Pablo Garza,Diego Brandao,Featherweight,Orthodox,1983-09-16,SUB,207,1,3:27,73.0,73.0,35.294117647058826
2013-04-06,1,Diego Brandao,Pablo Garza,Featherweight,Orthodox,1987-05-27,SUB,207,1,3:27,64.0,67.0,66.66666666666666
2013-04-13,0,Justin Lawrence,Daniel Pineda,Featherweight,Orthodox,1990-05-15,SUB,95,1,1:35,67.0,68.0,0.0
